state_code,state_name,year,total_overdose_deaths,all_opioids_deaths,synthetic_opioid_deaths,psychostimulant_deaths,hrsa_clinic_count,synthetic_surge_velocity_pct,polysubstance_crossover_index,clinic_misalignment_score
PR,Puerto Rico,2025,457,310,304,NA,210,-35.04,NA,2.18
RI,Rhode Island,2015,319,268,144,NA,40,NA,NA,7.97
RI,Rhode Island,2016,346,297,197,11,40,36.81,0.056,8.65
RI,Rhode Island,2017,332,284,208,13,40,5.58,0.062,8.3
RI,Rhode Island,2018,331,280,226,14,40,8.65,0.062,8.28
RI,Rhode Island,2019,317,252,213,20,40,-5.75,0.094,7.92
RI,Rhode Island,2020,397,330,291,35,40,36.62,0.12,9.93
RI,Rhode Island,2021,460,387,346,58,40,18.9,0.168,11.5
RI,Rhode Island,2022,452,357,330,46,40,-4.62,0.139,11.3
RI,Rhode Island,2023,416,345,315,44,40,-4.55,0.14,10.4
RI,Rhode Island,2024,333,232,202,38,40,-35.87,0.188,8.32
RI,Rhode Island,2025,219,161,136,26,40,-32.67,0.191,5.47
SC,South Carolina,2015,736,537,153,86,210,NA,0.562,3.5
SC,South Carolina,2016,871,613,234,129,210,52.94,0.551,4.15
SC,South Carolina,2017,1001,748,397,194,210,69.66,0.489,4.77
SC,South Carolina,2018,1106,818,497,243,210,25.19,0.489,5.27
SC,South Carolina,2019,1131,876,575,338,210,15.69,0.588,5.39
SC,South Carolina,2020,1729,1396,1133,549,210,97.04,0.485,8.23
SC,South Carolina,2021,2166,1732,1528,778,210,34.86,0.509,10.31
SC,South Carolina,2022,2292,1861,1667,792,210,9.1,0.475,10.91
SC,South Carolina,2023,2153,1703,1552,763,210,-6.9,0.492,10.25
SC,South Carolina,2024,1479,1047,930,521,210,-40.08,0.56,7.04
SC,South Carolina,2025,1334,852,706,482,210,-24.09,0.683,6.35
SD,South Dakota,2015,62,NA,NA,NA,60,NA,NA,1.03
SD,South Dakota,2016,69,41,11,19,60,NA,1.727,1.15
SD,South Dakota,2017,75,37,13,25,60,18.18,1.923,1.25
SD,South Dakota,2018,57,27,14,11,60,7.69,0.786,0.95
SD,South Dakota,2019,88,38,25,32,60,78.57,1.28,1.47
SD,South Dakota,2020,74,36,25,28,60,0,1.12,1.23
SD,South Dakota,2021,101,43,32,51,60,28,1.594,1.68
SD,South Dakota,2022,84,36,28,36,60,-12.5,1.286,1.4
SD,South Dakota,2023,84,37,32,26,60,14.29,0.812,1.4
SD,South Dakota,2024,89,38,24,35,60,-25,1.458,1.48
SD,South Dakota,2025,91,41,23,23,60,-4.17,1,1.52
TN,Tennessee,2015,1455,1040,248,118,240,NA,0.476,6.06
TN,Tennessee,2016,1643,1200,394,191,240,58.87,0.485,6.85
TN,Tennessee,2017,1783,1275,600,321,240,52.28,0.535,7.43
TN,Tennessee,2018,1837,1309,824,465,240,37.33,0.564,7.65
TN,Tennessee,2019,2138,1566,1168,662,240,41.75,0.567,8.91
TN,Tennessee,2020,3090,2442,2129,1027,240,82.28,0.482,12.88
TN,Tennessee,2021,3861,3094,2850,1549,240,33.87,0.544,16.09
TN,Tennessee,2022,3862,3084,2863,1571,240,0.46,0.549,16.09
TN,Tennessee,2023,3693,2997,2840,1578,240,-0.8,0.556,15.39
TN,Tennessee,2024,2555,1850,1696,1024,240,-40.28,0.604,10.65
TN,Tennessee,2025,2132,1433,1275,895,240,-24.82,0.702,8.88
TX,Texas,2015,2579,NA,NA,NA,720,NA,NA,3.58
TX,Texas,2016,2812,NA,NA,NA,720,NA,NA,3.91
TX,Texas,2017,2950,NA,NA,NA,720,NA,NA,4.1
TX,Texas,2018,2971,NA,NA,NA,720,NA,NA,4.13
TX,Texas,2019,3123,1452,375,1078,720,NA,2.875,4.34
TX,Texas,2020,4154,2095,1012,1521,720,169.87,1.503,5.77
TX,Texas,2021,4912,2697,1788,1938,720,76.68,1.084,6.82
TX,Texas,2022,5457,3101,2387,2265,720,33.5,0.949,7.58
TX,Texas,2023,5727,3133,2550,2441,720,6.83,0.957,7.95
TX,Texas,2024,5028,2415,1870,2139,720,-26.67,1.144,6.98
TX,Texas,2025,4469,1925,1413,1864,720,-24.44,1.319,6.21
UT,Utah,2015,649,451,63,149,75,NA,2.365,8.65
UT,Utah,2016,650,475,77,147,75,22.22,1.909,8.67
UT,Utah,2017,645,456,88,195,75,14.29,2.216,8.6
UT,Utah,2018,630,439,84,233,75,-4.55,2.774,8.4
UT,Utah,2019,575,399,93,227,75,10.71,2.441,7.67
UT,Utah,2020,622,443,154,236,75,65.59,1.532,8.29
UT,Utah,2021,675,453,198,316,75,28.57,1.596,9
UT,Utah,2022,646,436,213,285,75,7.58,1.338,8.61
UT,Utah,2023,698,497,335,305,75,57.28,0.91,9.31
UT,Utah,2024,691,451,303,308,75,-9.55,1.017,9.21
UT,Utah,2025,675,426,258,286,75,-14.85,1.109,9
VA,Virginia,2015,1002,802,261,45,230,NA,0.172,4.36
VA,Virginia,2016,1356,1117,650,68,230,149.04,0.105,5.9
VA,Virginia,2017,1455,1198,797,101,230,22.62,0.127,6.33
VA,Virginia,2018,1434,1193,845,133,230,6.02,0.157,6.23
VA,Virginia,2019,1538,1252,970,208,230,14.79,0.214,6.69
VA,Virginia,2020,2185,1863,1640,405,230,69.07,0.247,9.5
VA,Virginia,2021,2603,2208,2047,566,230,24.82,0.277,11.32
VA,Virginia,2022,2491,2108,1972,571,230,-3.66,0.29,10.83
VA,Virginia,2023,2452,2054,1926,535,230,-2.33,0.278,10.66
VA,Virginia,2024,1547,1175,1064,370,230,-44.76,0.348,6.73
VA,Virginia,2025,1282,861,735,294,230,-30.92,0.4,5.57
VT,Vermont,2015,99,77,33,0,65,NA,0,1.52
VT,Vermont,2016,136,107,56,NA,65,69.7,NA,2.09
VT,Vermont,2017,128,110,73,NA,65,30.36,NA,1.97
VT,Vermont,2018,144,116,96,NA,65,31.51,NA,2.22
VT,Vermont,2019,118,102,88,NA,65,-8.33,NA,1.82
VT,Vermont,2020,186,154,133,19,65,51.14,0.143,2.86
VT,Vermont,2021,251,221,207,31,65,55.64,0.15,3.86
VT,Vermont,2022,266,232,218,26,65,5.31,0.119,4.09
VT,Vermont,2023,246,221,211,23,65,-3.21,0.109,3.78
VT,Vermont,2024,205,175,165,22,65,-21.8,0.133,3.15
VT,Vermont,2025,150,115,97,14,65,-41.21,0.144,2.31
WA,Washington,2015,1109,702,65,311,320,NA,4.785,3.47
WA,Washington,2016,1117,721,94,335,320,44.62,3.564,3.49
WA,Washington,2017,1168,744,136,397,320,44.68,2.919,3.65
WA,Washington,2018,1163,732,219,473,320,61.03,2.16,3.63
WA,Washington,2019,1251,815,328,541,320,49.77,1.649,3.91
WA,Washington,2020,1726,1188,661,724,320,101.52,1.095,5.39
WA,Washington,2021,2264,1625,1215,1145,320,83.81,0.942,7.08
WA,Washington,2022,2753,2101,1899,1388,320,56.3,0.731,8.6
WA,Washington,2023,3512,2865,2687,1936,320,41.5,0.721,10.97
WA,Washington,2024,3183,2537,2342,1877,320,-12.84,0.801,9.95
WA,Washington,2025,2965,2334,2145,1771,320,-8.41,0.826,9.27
WI,Wisconsin,2015,873,NA,NA,NA,170,NA,NA,5.14
WI,Wisconsin,2016,1079,866,287,77,170,NA,0.268,6.35
WI,Wisconsin,2017,1177,934,464,126,170,61.67,0.272,6.92
WI,Wisconsin,2018,1087,850,501,115,170,7.97,0.23,6.39
WI,Wisconsin,2019,1200,929,657,166,170,31.14,0.253,7.06
WI,Wisconsin,2020,1531,1257,1076,276,170,63.77,0.257,9.01
WI,Wisconsin,2021,1759,1427,1293,361,170,20.17,0.279,10.35
WI,Wisconsin,2022,1780,1421,1296,394,170,0.23,0.304,10.47
WI,Wisconsin,2023,1744,1406,1297,384,170,0.08,0.296,10.26
WI,Wisconsin,2024,1167,808,708,254,170,-45.41,0.359,6.86
WI,Wisconsin,2025,970,613,510,214,170,-27.97,0.42,5.71
WV,West Virginia,2015,729,636,224,66,155,NA,0.295,4.7
WV,West Virginia,2016,879,734,432,115,155,92.86,0.266,5.67
WV,West Virginia,2017,997,860,644,236,155,49.07,0.366,6.43
WV,West Virginia,2018,882,730,574,332,155,-10.87,0.578,5.69
WV,West Virginia,2019,852,665,567,393,155,-1.22,0.693,5.5
WV,West Virginia,2020,1331,1137,1052,629,155,85.54,0.598,8.59
WV,West Virginia,2021,1506,1250,1193,838,155,13.4,0.702,9.72
WV,West Virginia,2022,1318,1139,1074,730,155,-9.97,0.68,8.5
WV,West Virginia,2023,1389,1205,1158,786,155,7.82,0.679,8.96
WV,West Virginia,2024,819,636,586,471,155,-49.4,0.804,5.28
WV,West Virginia,2025,669,494,447,353,155,-23.72,0.79,4.32
WY,Wyoming,2015,92,NA,NA,NA,35,NA,NA,2.63
WY,Wyoming,2016,93,NA,NA,NA,35,NA,NA,2.66
WY,Wyoming,2017,66,44,14,19,35,NA,1.357,1.89
WY,Wyoming,2018,61,41,NA,19,35,NA,NA,1.74
WY,Wyoming,2019,72,43,16,23,35,NA,1.438,2.06
WY,Wyoming,2020,101,60,27,32,35,68.75,1.185,2.89
WY,Wyoming,2021,101,62,36,43,35,33.33,1.194,2.89
WY,Wyoming,2022,123,79,58,51,35,61.11,0.879,3.51
WY,Wyoming,2023,127,84,54,47,35,-6.9,0.87,3.63
WY,Wyoming,2024,107,58,32,49,35,-40.74,1.531,3.06
WY,Wyoming,2025,82,42,23,40,35,-28.12,1.739,2.34
